user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,context_precision,context_recall,answer_correctness
Thuốc nào vừa có tính lương vừa trực tiếp chữa bệnh lỵ?,"['[{""ChuThe"": ""Vị thuốc Ké hoa đào"", ""QuanHe"": ""Thỏa mãn đồng thời"", ""DoiTuong"": ""Lương và Bệnh Lỵ"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""score"": 2.0}, {""ChuThe"": ""Vị thuốc Cỏ nhọ nồi"", ""QuanHe"": ""Thỏa mãn đồng thời"", ""DoiTuong"": ""Lương và Bệnh Lỵ"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""score"": 2.0}, {""ChuThe"": ""Vị thuốc San sư cô"", ""QuanHe"": ""Thỏa mãn đồng thời"", ""DoiTuong"": ""Lương và Bệnh Lỵ"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""score"": 2.0}, {""ChuThe"": ""Vị thuốc Mã đề"", ""QuanHe"": ""Thỏa mãn đồng thời"", ""DoiTuong"": ""Lương và Bệnh Lỵ"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""score"": 2.0}, {""ChuThe"": ""Vị thuốc Hoa hiên"", ""QuanHe"": ""Thỏa mãn đồng thời"", ""DoiTuong"": ""Lương và Bệnh Lỵ"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""score"": 2.0}, {""ChuThe"": ""Vị thuốc Mào gà đỏ"", ""QuanHe"": ""Thỏa mãn đồng thời"", ""DoiTuong"": ""Lương và Bệnh Lỵ ra máu"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""score"": 2.0}, {""ChuThe"": ""Vị thuốc Ô rô"", ""QuanHe"": ""Thỏa mãn đồng thời"", ""DoiTuong"": ""Lương và Bệnh Lỵ"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""score"": 2.0}]']",Hệ thống y văn hiện tại chưa ghi nhận dữ liệu về vấn đề này.,"Cỏ nhọ nồi, Hoa hiên, Ké hoa đào, Mã đề, San sư cô, Ô rô",0.0,0.0,0.9999999999,1.0,0.219299392513235
Bệnh nào có thể chữa bằng bài thuốc chứa khiên ngưu?,"['[{""ChuThe"": ""Vị thuốc Khiên ngưu"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Tinh Thần Phân Liệt Khiên Ngưu] để chữa"", ""DoiTuong"": ""Bệnh Tâm thần phân liệt"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Các vị tán bột, viên thành viên $2g$. Ngày uống 4 viên. Dùng một đợt 15 ngày liền, nghỉ 7 ngày rồi lại dùng tiếp"", ""GhiChu"": ""CT_VT_VN_T461"", ""score"": 2.0, ""sort_weight"": 3.0}]']","**Vị thuốc Khiên ngưu** tham gia bài thuốc **Bài thuốc Tinh Thần Phân Liệt Khiên Ngưu** để chữa bệnh Tâm thần phân liệt. Cách dùng bài thuốc này như sau: Các vị tán bột, viên thành viên 2g. Ngày uống 4 viên. Dùng một đợt 15 ngày liền, nghỉ 7 ngày rồi lại dùng tiếp.",Tâm thần phân liệt,1.0,0.5819086469086878,0.9999999999,1.0,0.4872426962457336
Thuốc nào vừa có tính lương vừa trực tiếp chữa bệnh đau mắt?,"['[{""ChuThe"": ""Vị thuốc Mã đề"", ""QuanHe"": ""Thỏa mãn đồng thời"", ""DoiTuong"": ""Lương và Bệnh Đau mắt"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""score"": 2.0}, {""ChuThe"": ""Vị thuốc Đại bi"", ""QuanHe"": ""Thỏa mãn đồng thời"", ""DoiTuong"": ""Lương và Công năng Trị đau mắt cảm gió"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""score"": 2.0}, {""ChuThe"": ""Vị thuốc Đại bi"", ""QuanHe"": ""Thỏa mãn đồng thời"", ""DoiTuong"": ""Lương và Bệnh Đau mắt"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""score"": 2.0}]']","Dựa trên dữ liệu y văn, các vị thuốc có tính lương và được dùng để chữa bệnh đau mắt bao gồm:

*   **Vị thuốc Đại bi**: Lương và Bệnh Đau mắt.
*   **Vị thuốc Mã đề**: Lương và Bệnh Đau mắt.
*   **Vị thuốc Đại bi**: Lương và Công năng Trị đau mắt cảm gió.

Lưu ý: Liều dùng và cách dùng của các vị thuốc này chưa được ghi nhận trong dữ liệu.","Mã đề, Đại bi",1.0,0.4553397786537934,0.9999999999,1.0,0.6314775364963809
Bệnh nào có thể chữa bằng bài thuốc chứa tế tân?,"['[{""ChuThe"": ""Vị thuốc Tế Tân"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Thiên đầu thống cao bản] để chữa"", ""DoiTuong"": ""Bệnh Nhức đầu"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Nước $600ml$, sắc còn $200ml$ chia 3 lần uống trong ngày, sau khi ăn cơm xong, uống lúc còn nóng"", ""GhiChu"": ""Nhức đầu, thiên đầu thống | Cảo bản $6g$, xuyên khung $3g$, phòng phong $5g$, bạch chỉ $3g$, tế tân $2g$, cam thảo $3g$ | Nước $600ml$, sắc còn $200ml$ chia 3 lần uống trong ngày, sau khi ăn cơm xong, uống lúc còn nóng | [Nguồn]: CT_VT_VN_T111"", ""score"": 2.0, ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Tế Tân"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Thiên đầu thống cao bản] để chữa"", ""DoiTuong"": ""Bệnh Thiên đầu thống"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Nước $600ml$, sắc còn $200ml$ chia 3 lần uống trong ngày, sau khi ăn cơm xong, uống lúc còn nóng"", ""GhiChu"": ""Nhức đầu, thiên đầu thống | Cảo bản $6g$, xuyên khung $3g$, phòng phong $5g$, bạch chỉ $3g$, tế tân $2g$, cam thảo $3g$ | Nước $600ml$, sắc còn $200ml$ chia 3 lần uống trong ngày, sau khi ăn cơm xong, uống lúc còn nóng | [Nguồn]: CT_VT_VN_T111"", ""score"": 2.0, ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Tế Tân"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Cảm lạnh tê tán] để chữa"", ""DoiTuong"": ""Bệnh Cam lanh"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Nước $200ml$ sắc còn $100ml$ chia 3 lần uống trong ngày."", ""GhiChu"": """", ""score"": 2.0, ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Tế Tân"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Đau răng tê tán] để chữa"", ""DoiTuong"": ""Bệnh Đau răng"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Ngâm vào $100ml$ rượu trong nửa ngày. Dùng rượu này ngậm: Khi mỏi miệng thì nhổ đi."", ""GhiChu"": """", ""score"": 2.0, ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Tế Tân"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Lo mồm lo lưỡi tê tán] để chữa"", ""DoiTuong"": ""Bệnh Lo lưỡi"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Bôi vào miệng, lưỡi, ngậm cho chảy dãi ra là khỏi."", ""GhiChu"": """", ""score"": 2.0, ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Tế Tân"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Lo mồm lo lưỡi tê tán] để chữa"", ""DoiTuong"": ""Bệnh Lo mồm"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Bôi vào miệng, lưỡi, ngậm cho chảy dãi ra là khỏi."", ""GhiChu"": """", ""score"": 2.0, ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Tế Tân"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Tễ thấp tễ tán] để chữa"", ""DoiTuong"": ""Bệnh Tê thấp"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Sắc uống"", ""GhiChu"": """", ""score"": 2.0, ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Tế Tân"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Viêm mũi dị ứng tê tán] để chữa"", ""DoiTuong"": ""Bệnh Viêm mũi dị ứng"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Sắc uống"", ""GhiChu"": """", ""score"": 2.0, ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Tế Tân"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Mũi tắc điều tân] để chữa"", ""DoiTuong"": ""Triệu chứng Mũi tắc"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""score"": 2.0, ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Tế Tân"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Mũi tắc điều tân] để chữa"", ""DoiTuong"": ""Triệu chứng Mất ngủ"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""score"": 2.0, ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Tế Tân"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Mũi tắc điều tân] để chữa"", ""DoiTuong"": ""Triệu chứng Chóng mặt"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""score"": 2.0, ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Tế Tân"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Lao Ma hoàng] để chữa"", ""DoiTuong"": ""Bệnh Viêm phế quản mạn tính"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Nước $600ml$, sắc còn $200ml$, chia $3$ lần uống trong ngày"", ""GhiChu"": ""CT_VT_VN_T635. Hen suyễn, viêm phế quản mãn tính, lao"", ""score"": 2.0, ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Tế Tân"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Lao Ma hoàng] để chữa"", ""DoiTuong"": ""Bệnh Hen suyễn"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Nước $600ml$, sắc còn $200ml$, chia $3$ lần uống trong ngày"", ""GhiChu"": ""CT_VT_VN_T635. Hen suyễn, viêm phế quản mãn tính, lao"", ""score"": 2.0, ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Tế Tân"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Lao Ma hoàng] để chữa"", ""DoiTuong"": ""Bệnh Lao"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Nước $600ml$, sắc còn $200ml$, chia $3$ lần uống trong ngày"", ""GhiChu"": ""CT_VT_VN_T635. Hen suyễn, viêm phế quản mãn tính, lao"", ""score"": 2.0, ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Tế Tân"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Thiên đầu thống mạn kinh tử] để chữa"", ""DoiTuong"": ""Bệnh Thiên đầu thống"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""score"": 2.0, ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Tế Tân"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Chóng mặt Xuyên khung] để chữa"", ""DoiTuong"": ""Triệu chứng Nhức đầu"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""nước $300$ml, sắc còn $100$ml. Chia $3$ lần uống trong ngày"", ""GhiChu"": ""CT_VT_VN_T673"", ""score"": 2.0, ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Tế Tân"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Chóng mặt Xuyên khung] để chữa"", ""DoiTuong"": ""Triệu chứng Chóng mặt"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""nước $300$ml, sắc còn $100$ml. Chia $3$ lần uống trong ngày"", ""GhiChu"": ""CT_VT_VN_T673"", ""score"": 2.0, ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Tế Tân"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Mắt mờ Xuyên khung] để chữa"", ""DoiTuong"": ""Bệnh Thiên đầu thống"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Các vị trên tán nhỏ, ngày uống hai lần, mỗi lần uống $6$g bột, dùng nước chè mà chiêu thuốc"", ""GhiChu"": ""CT_VT_VN_T673"", ""score"": 2.0, ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Tế Tân"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Mắt mờ Xuyên khung] để chữa"", ""DoiTuong"": ""Triệu chứng Ngạt mũi"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Các vị trên tán nhỏ, ngày uống hai lần, mỗi lần uống $6$g bột, dùng nước chè mà chiêu thuốc"", ""GhiChu"": ""CT_VT_VN_T673"", ""score"": 2.0, ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Tế Tân"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Mắt mờ Xuyên khung] để chữa"", ""DoiTuong"": ""Triệu chứng Mắt mờ"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Các vị trên tán nhỏ, ngày uống hai lần, mỗi lần uống $6$g bột, dùng nước chè mà chiêu thuốc"", ""GhiChu"": ""CT_VT_VN_T673"", ""score"": 2.0, ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Tế Tân"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Mụn nhọt tóc rối] để chữa"", ""DoiTuong"": ""Bệnh Mụn nhọt"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Dùng để dán lên mụn nhọt chưa vỡ mủ."", ""GhiChu"": ""CT_VT_VN_T1024"", ""score"": 2.0, ""sort_weight"": 3.0}]']","Dựa trên y văn, vị thuốc **Tế Tân** có thể tham gia vào các bài thuốc để chữa các bệnh và triệu chứng sau:

*   Nhức đầu, thiên đầu thống: Tham gia bài thuốc **Thiên đầu thống cao bản**. Cách dùng: Nước 600ml, sắc còn 200ml chia 3 lần uống trong ngày, sau khi ăn cơm xong, uống lúc còn nóng.
*   Cam lạnh: Tham gia bài thuốc **Cảm lạnh tê tán**. Cách dùng: Nước 200ml sắc còn 100ml chia 3 lần uống trong ngày.
*   Đau răng: Tham gia bài thuốc **Đau răng tê tán**. Cách dùng: Ngâm vào 100ml rượu trong nửa ngày. Dùng rượu này ngậm: Khi mỏi miệng thì nhổ đi.
*   Lo lưỡi, lo mồm: Tham gia bài thuốc **Lo mồm lo lưỡi tê tán**. Cách dùng: Bôi vào miệng, lưỡi, ngậm cho chảy dãi ra là khỏi.
*   Tê thấp: Tham gia bài thuốc **Tễ thấp tễ tán**. Cách dùng: Sắc uống.
*   Viêm mũi dị ứng: Tham gia bài thuốc **Viêm mũi dị ứng tê tán**. Cách dùng: Sắc uống.
*   Mũi tắc: Tham gia bài thuốc **Mũi tắc điều tân**.
*   Mất ngủ: Tham gia bài thuốc **Mũi tắc điều tân**.
*   Chóng mặt: Tham gia bài thuốc **Mũi tắc điều tân**.
*   Viêm phế quản mạn tính, hen suyễn, lao: Tham gia bài thuốc **Lao Ma hoàng**. Cách dùng: Nước 600ml, sắc còn 200ml, chia 3 lần uống trong ngày.
*   Thiên đầu thống: Tham gia bài thuốc **Thiên đầu thống mạn kinh tử**.
*   Nhức đầu, chóng mặt: Tham gia bài thuốc **Chóng mặt Xuyên khung**. Cách dùng: nước 300ml, sắc còn 100ml. Chia 3 lần uống trong ngày.
*   Thiên đầu thống, ngạt mũi, mắt mờ: Tham gia bài thuốc **Mắt mờ Xuyên khung**. Cách dùng: Các vị trên tán nhỏ, ngày uống hai lần, mỗi lần uống 6g bột, dùng nước chè mà chiêu thuốc.
*   Mụn nhọt: Tham gia bài thuốc **Mụn nhọt tóc rối**. Cách dùng: Dùng để dán lên mụn nhọt chưa vỡ mủ.","Cam lanh, Hen suyễn, Lao, Lo lưỡi, Lo mồm, Mụn nhọt, Nhức đầu, Thiên đầu thống, Tê thấp, Viêm mũi dị ứng, Viêm phế quản mạn, Đau răng, Chóng mặt, Mũi tắc, Mất ngủ, Mắt mờ, Ngạt mũi, Nhức đầu",1.0,0.576410947182075,0.9999999999,1.0,0.5952394366709913
Thuốc nào vừa có tính bình vừa trực tiếp chữa bệnh răng cắn?,"['[{""ChuThe"": ""Vị thuốc Rau đắng"", ""QuanHe"": ""Thỏa mãn đồng thời"", ""DoiTuong"": ""Bình và Bệnh Răng cắn"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""score"": 2.0}, {""ChuThe"": ""Vị thuốc Bán"", ""QuanHe"": ""Thỏa mãn đồng thời"", ""DoiTuong"": ""Bình và Bệnh Răng cắn"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""score"": 2.0}, {""ChuThe"": ""Vị thuốc Sắn dây"", ""QuanHe"": ""Thỏa mãn đồng thời"", ""DoiTuong"": ""Bình và Bệnh Răng cắn"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""score"": 2.0}, {""ChuThe"": ""Vị thuốc Rắn"", ""QuanHe"": ""Thỏa mãn đồng thời"", ""DoiTuong"": ""Bình và Bệnh Răng cắn"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""score"": 2.0}]']",Hệ thống y văn hiện tại chưa ghi nhận dữ liệu về vấn đề này.,"Bán, Rau đắng, Rắn, Sắn dây",1.0,0.0,0.9999999999,1.0,0.20502816545788857
Vị thuốc mỏ তাম থể có chứa hoạt chất axitmuravic không?,['Không có dữ liệu'],"Không. Dựa trên dữ liệu y văn hiện tại, không có ghi nhận nào cho thấy mỏ তাম থể có liên quan hoặc tác dụng tới axitmuravic.","Không, vị thuốc mỏ তাম থể không chứa hoạt chất axitmuravic",0.0,0.7920357490077893,0.0,1.0,0.7435951724499907
Vị thuốc bạc thau có chứa hoạt chất flavonoit glycozit c không?,['Không có dữ liệu'],"Không. Dựa trên dữ liệu y văn hiện tại, không có ghi nhận nào cho thấy bạc thau có liên quan hoặc tác dụng tới flavonoit glycozit c.","Không, vị thuốc bạc thau không chứa hoạt chất flavonoit glycozit c",0.0,0.8399838386972303,0.0,1.0,0.99334204637337
Vị thuốc dầu giun có tính ôn không?,"['[{""ChuThe"": ""Vị thuốc Dầu giun"", ""QuanHe"": ""Xác nhận: CO_TINH"", ""DoiTuong"": ""Ôn"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""score"": 2.0, ""sort_weight"": 3.0}]']","Dựa trên y văn, **Dầu giun** có tính ôn.","Có, vị thuốc dầu giun có tính ôn",1.0,0.6098643961687145,0.9999999999,1.0,0.9749637651658014
Bệnh đau bụng đi ngoài có thể dùng vị thuốc hoặc bài thuốc nào để chữa?,"['[{""ChuThe"": ""Triệu chứng Đau bụng đi ngoài"", ""QuanHe"": ""Được chữa bằng (ViThuoc)"", ""DoiTuong"": ""Vị thuốc Me rừng"", ""LieuDung"": ""$15-20g$"", ""CachDung"": ""Sắc uống hàng ngày"", ""GhiChu"": ""Rễ me rừng"", ""score"": 2.0}]']","Hiện tại y văn chưa ghi nhận phương án trực tiếp như bạn hỏi, tuy nhiên đối với các thể bệnh liên quan, bạn có thể tham khảo phương án sau đây:

**Thông tin tham khảo thêm:**

Đối với triệu chứng đau bụng đi ngoài, bạn có thể tham khảo dùng rễ **Me rừng** với liều lượng 15-20g, sắc uống hàng ngày.",Me rừng,0.3333333333333333,0.0,0.9999999999,1.0,0.5023005334188716
Vị thuốc vi kim anh tu tham gia vào bài thuốc để chữa những bệnh gì?,"['[{""ChuThe"": ""Vi Kim Anh Tu"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Viêm ruột mạn tính Khiếm thực] để chữa"", ""DoiTuong"": ""Bệnh Lỵ mạn tính"", ""LieuDung"": ""Ngày uống 3 lần, mỗi lần $3-5g$."", ""CachDung"": ""Tán nhỏ, thêm mật làm thành viên. Uống với nước nóng."", ""GhiChu"": ""CT_VT_VN_T864"", ""score"": 2.0, ""sort_weight"": 3.0}, {""ChuThe"": ""Vi Kim Anh Tu"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Viêm ruột mạn tính Khiếm thực] để chữa"", ""DoiTuong"": ""Bệnh Viêm ruột mãn tính"", ""LieuDung"": ""Ngày uống 3 lần, mỗi lần $3-5g$."", ""CachDung"": ""Tán nhỏ, thêm mật làm thành viên. Uống với nước nóng."", ""GhiChu"": ""CT_VT_VN_T864"", ""score"": 2.0, ""sort_weight"": 3.0}, {""ChuThe"": ""Vi Kim Anh Tu"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Viêm ruột mạn tính Khiếm thực] để chữa"", ""DoiTuong"": ""Bệnh di mộng tinh"", ""LieuDung"": ""Ngày uống 3 lần, mỗi lần $3-5g$."", ""CachDung"": ""Tán nhỏ, thêm mật làm thành viên. Uống với nước nóng."", ""GhiChu"": ""CT_VT_VN_T864"", ""score"": 2.0, ""sort_weight"": 3.0}, {""ChuThe"": ""Vi Kim Anh Tu"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Viêm ruột mạn tính Khiếm thực] để chữa"", ""DoiTuong"": ""Bệnh Suy nhược thần kinh"", ""LieuDung"": ""Ngày uống 3 lần, mỗi lần $3-5g$."", ""CachDung"": ""Tán nhỏ, thêm mật làm thành viên. Uống với nước nóng."", ""GhiChu"": ""CT_VT_VN_T864"", ""score"": 2.0, ""sort_weight"": 3.0}]']","Vị thuốc Vi Kim Anh Tu tham gia vào bài thuốc **Bài thuốc Viêm ruột mạn tính Khiếm thực** để chữa các bệnh sau:

*   Bệnh Lỵ mạn tính.
    *   Liều dùng: Ngày uống 3 lần, mỗi lần 3-5g.
    *   Cách dùng: Tán nhỏ, thêm mật làm thành viên. Uống với nước nóng.
*   Bệnh Viêm ruột mãn tính.
    *   Liều dùng: Ngày uống 3 lần, mỗi lần 3-5g.
    *   Cách dùng: Tán nhỏ, thêm mật làm thành viên. Uống với nước nóng.
*   Bệnh di mộng tinh.
    *   Liều dùng: Ngày uống 3 lần, mỗi lần 3-5g.
    *   Cách dùng: Tán nhỏ, thêm mật làm thành viên. Uống với nước nóng.
*   Bệnh Suy nhược thần kinh.
    *   Liều dùng: Ngày uống 3 lần, mỗi lần 3-5g.
    *   Cách dùng: Tán nhỏ, thêm mật làm thành viên. Uống với nước nóng.","Lỵ mạn, Suy nhược thần kinh, Viêm ruột mãn, Di mộng tinh",1.0,0.5294620292255722,0.9999999999,1.0,0.5429825816785132
